ic_number,plate_number,age,months_as_customer,vehicle_age_years,vehicle_make,policy_expired_flag,deductible_amount,market_value,damage_severity_score,repair_amount,at_fault_flag,time_to_report_days,claim_reported_to_police_flag,license_type_missing_flag,num_third_parties,num_witnesses,approval_flag,coverage_amount
700714-49-8118,NIM0152,52,0,7,Proton X70,0,500.0,110000.0,0.47,24537.05,1,3,1,0,0,0,1,24037.05
840628-48-7649,UKR4400,55,48,18,Perodua Myvi,0,500.0,50000.0,0.74,15014.61,0,5,1,0,0,2,1,14514.61
861002-30-0111,ECY7295,37,46,3,Proton X70,0,200.0,110000.0,0.76,32620.91,0,5,0,0,0,2,1,32420.91
561012-08-1093,HLV2322,32,33,16,Toyota Vios,0,800.0,75000.0,0.63,21770.44,1,4,0,0,1,0,0,0.0
610325-76-0965,AAM8608,24,54,4,Proton X70,0,500.0,110000.0,0.47,16741.92,1,5,1,0,0,1,1,16241.919999999998
590326-45-0867,EQU0076,40,12,0,Proton X70,0,300.0,110000.0,0.76,25833.77,1,4,1,0,0,1,1,25533.77
730801-56-1626,RLR0555,19,12,9,Perodua Myvi,0,300.0,50000.0,0.4,9633.94,1,5,1,0,1,0,1,9333.94
500220-59-9632,KPO7792,24,66,2,Proton X70,0,300.0,110000.0,0.41,16457.97,0,3,0,0,0,0,1,16157.970000000001
700630-19-2751,FMZ2949,21,36,1,Toyota Vios,0,1000.0,75000.0,0.68,16655.86,0,2,0,1,0,1,1,15655.86
580403-05-8810,OMT4873,43,3,2,Perodua Myvi,0,200.0,50000.0,0.44,9867.88,1,4,1,0,1,1,1,9667.88
671204-18-6411,HZF1460,51,8,1,Perodua Myvi,0,300.0,50000.0,0.7,10796.44,0,9,1,0,0,0,1,10496.44
700910-97-1676,LSE1885,43,7,10,Perodua Myvi,0,300.0,50000.0,0.62,12294.48,0,9,1,0,0,1,1,11994.48
490504-55-4547,YYB6583,47,17,2,Proton X70,0,1000.0,110000.0,0.46,15636.29,0,6,1,0,2,1,1,14636.29
590204-39-0592,LLZ5016,38,105,12,Nissan Almera,0,800.0,70000.0,0.54,11796.96,0,4,1,0,1,0,1,10996.96
890414-86-1225,OQR7130,37,40,10,Honda City,0,800.0,80000.0,0.51,13971.35,0,3,1,0,1,1,1,13171.35
931105-15-4327,SRL2471,37,58,7,Proton X70,1,1000.0,110000.0,0.41,18226.78,0,1,0,0,1,3,1,17226.78
720519-35-1035,QZA5552,56,79,16,Perodua Myvi,0,1000.0,50000.0,0.42,9190.5,0,6,1,0,0,1,1,8190.5
870119-62-4732,EVQ8707,43,11,16,Perodua Myvi,0,200.0,50000.0,0.59,10414.31,0,3,0,0,1,0,1,10214.31
520915-42-1740,FPL0076,50,7,2,Proton X70,0,200.0,110000.0,0.57,25664.94,0,5,1,0,0,1,1,25464.94
670816-50-6109,JFJ9796,29,51,0,Proton X70,0,500.0,110000.0,0.63,33650.36,0,4,0,0,0,3,1,33150.36
500703-71-2273,CEE4256,62,59,12,Mazda 3,0,300.0,130000.0,0.62,38057.63,0,9,1,0,0,0,1,37757.63
781009-30-3758,SVT0871,24,52,10,Honda City,0,300.0,80000.0,0.6,16096.45,0,8,1,0,0,3,1,15796.45
750203-89-2676,BVM1577,22,48,2,Toyota Vios,0,500.0,75000.0,0.71,19170.36,0,1,1,0,1,3,1,18670.36
771221-04-9052,RCQ2533,53,26,16,Perodua Myvi,0,1000.0,50000.0,0.7,15505.41,0,1,1,0,2,0,1,14505.41
840211-34-8619,PYG6092,34,22,0,Perodua Myvi,0,800.0,50000.0,0.76,16096.22,0,3,0,0,1,1,1,15296.22
490311-33-5898,ZLK0567,34,41,0,Perodua Myvi,0,500.0,50000.0,0.64,13204.13,0,4,1,0,0,1,1,12704.13
710620-04-5608,TTI2516,43,13,0,Proton X70,0,1000.0,110000.0,0.51,27717.32,0,4,1,0,0,0,1,26717.32
841011-13-8229,SBI2222,32,6,2,Proton X70,0,300.0,110000.0,0.69,23411.55,0,5,1,0,2,2,1,23111.55
860617-99-9033,SFL3743,37,5,1,Perodua Myvi,0,800.0,50000.0,0.6,11581.2,1,4,0,0,0,1,1,10781.2
551105-23-1245,NEM2971,22,15,1,Proton X70,0,1000.0,110000.0,0.61,27875.79,0,2,1,0,0,0,1,26875.79
841227-73-4030,DIS8010,42,0,2,Honda City,1,300.0,80000.0,0.43,10894.11,0,4,1,0,0,1,1,10594.11
860201-81-2566,YSW5109,43,5,2,Perodua Myvi,0,800.0,50000.0,0.56,10915.03,1,5,0,0,1,1,1,10115.03
501110-97-3894,ATO0841,30,35,5,Perodua Myvi,0,1000.0,50000.0,0.5,12333.01,0,8,0,0,1,1,1,11333.01
821005-62-9048,DGI5136,21,1,7,Proton X70,1,200.0,110000.0,0.41,19271.1,0,5,1,0,0,1,1,19071.1
830103-30-8397,KIK0312,64,17,11,Perodua Myvi,0,200.0,50000.0,0.54,10317.58,0,6,1,0,0,0,1,10117.58
740520-62-1151,BDI8653,59,2,12,Perodua Myvi,0,800.0,50000.0,0.4,9920.2,0,2,1,0,0,0,1,9120.2
760416-78-2949,GIY8884,18,0,7,Perodua Myvi,0,500.0,50000.0,0.51,10677.94,0,5,1,0,1,1,1,10177.94
541017-57-2811,QBM2090,20,24,18,Perodua Myvi,0,500.0,50000.0,0.53,12626.28,0,10,0,0,1,2,0,0.0
941006-95-5781,IUI0971,18,0,14,Perodua Myvi,0,200.0,50000.0,0.47,11699.96,0,4,0,0,0,4,1,11499.96
960201-77-1162,PNF7530,46,9,2,Perodua Myvi,0,300.0,50000.0,0.79,13008.24,0,7,1,0,1,1,1,12708.24
700311-26-9870,NNB2245,61,74,6,Proton X70,0,200.0,110000.0,0.56,28273.13,0,2,1,0,1,0,1,28073.13
930403-96-6003,IIM4057,34,24,12,Perodua Myvi,0,500.0,50000.0,0.74,17954.38,0,3,1,0,2,1,1,17454.38
581212-56-5298,ROC6776,29,40,4,Proton X70,0,1000.0,110000.0,0.48,22344.93,0,6,0,0,1,0,1,21344.93
510513-36-5751,SGX2977,55,12,10,Honda City,0,800.0,80000.0,0.59,18973.11,0,4,0,0,0,0,1,18173.11
590624-56-4429,PIL5301,47,42,10,Perodua Myvi,0,800.0,50000.0,0.51,8961.31,0,1,1,0,0,0,1,8161.3099999999995
820515-01-4592,JCV2974,64,0,1,Perodua Myvi,1,1000.0,50000.0,0.59,9510.92,0,7,1,0,0,2,0,0.0
460926-77-2840,ZKY7833,30,14,7,Proton X70,0,800.0,110000.0,0.54,19082.99,0,8,1,0,2,2,1,18282.99
540927-11-5283,ETQ1328,38,21,2,Proton X70,0,200.0,110000.0,0.71,35540.25,0,2,1,0,2,1,1,35340.25
710512-38-2686,ZEW7602,58,2,20,Mazda 3,0,1000.0,130000.0,0.41,21093.92,0,6,1,0,1,0,1,20093.92
970817-33-2990,YKP3213,39,1,7,Proton X70,0,300.0,110000.0,0.51,22908.66,1,6,0,0,0,2,1,22608.66
880228-91-7679,CLT5337,43,7,4,Toyota Vios,0,800.0,75000.0,0.71,15981.37,0,3,0,0,2,1,1,15181.37
520429-46-5145,UWB6815,54,0,1,Perodua Myvi,0,300.0,50000.0,0.47,10384.18,0,4,0,0,0,0,1,10084.18
690514-15-0644,XRN3321,48,25,5,Proton X70,0,1000.0,110000.0,0.46,19899.34,1,5,1,0,2,2,1,18899.34
980630-02-8750,LPC6112,46,4,8,Perodua Myvi,0,300.0,50000.0,0.75,13722.99,0,2,1,0,0,0,1,13422.99
690407-59-9384,UHA8896,30,4,9,Perodua Myvi,0,200.0,50000.0,0.66,10159.47,0,8,1,0,1,1,1,9959.47
471016-51-4347,AFF7360,57,53,11,Toyota Vios,0,500.0,75000.0,0.76,26814.68,1,4,1,0,1,1,1,26314.68
810407-61-6020,EZM1723,33,21,6,Perodua Myvi,0,800.0,50000.0,0.52,12247.9,0,0,0,0,0,0,1,11447.9
950316-20-5651,ZMH1406,20,11,0,Honda City,0,1000.0,80000.0,0.49,14693.1,0,2,1,0,1,1,1,13693.1
510125-87-2174,FAK8558,35,24,2,Nissan Almera,0,500.0,70000.0,0.71,16334.35,1,3,1,0,0,1,1,15834.35
450425-17-2765,DXX0560,48,19,9,Mazda 3,0,800.0,130000.0,0.62,24621.9,0,3,0,0,1,0,1,23821.9
661117-02-0314,KLX8970,25,44,2,Proton X70,0,500.0,110000.0,0.56,18889.73,0,4,1,0,0,0,1,18389.73
610214-33-8266,QHK6076,39,22,6,Nissan Almera,0,1000.0,70000.0,0.78,26941.93,0,2,1,0,0,1,1,25941.93
000723-26-0406,ALJ8652,42,121,9,Toyota Vios,0,1000.0,75000.0,0.78,23306.79,0,6,1,0,0,2,1,22306.79
690622-22-6159,OAX5037,40,44,9,Honda City,0,200.0,80000.0,0.43,14120.35,0,2,1,0,0,0,1,13920.35
550626-71-5676,FWB2940,19,9,15,Honda City,1,500.0,80000.0,0.41,15467.27,0,9,1,0,1,0,0,0.0
621110-01-4123,HEB8092,42,0,3,Proton X70,0,1000.0,110000.0,0.66,24949.11,0,5,0,0,0,3,1,23949.11
060318-57-2483,GLW6532,43,60,16,Perodua Myvi,0,300.0,50000.0,0.48,9084.26,0,6,1,0,0,1,1,8784.26
850905-09-5386,XSW9042,50,32,14,Perodua Myvi,0,500.0,50000.0,0.69,10435.1,0,6,1,0,0,2,1,9935.1
900826-90-0590,MMB2385,43,27,10,Perodua Myvi,0,500.0,50000.0,0.78,18511.47,0,6,0,0,1,1,1,18011.47
900714-29-2416,XLB2911,43,53,11,Perodua Myvi,0,200.0,50000.0,0.57,12120.97,0,5,0,1,0,1,1,11920.97
780804-87-1983,IGT4427,38,3,15,Perodua Myvi,0,300.0,50000.0,0.73,15841.86,0,9,1,0,1,1,1,15541.86
601123-61-8752,CDM8186,26,6,17,Perodua Myvi,0,500.0,50000.0,0.8,13892.06,0,5,0,0,1,0,1,13392.06
990716-66-7246,OAZ7636,54,48,18,Perodua Myvi,0,500.0,50000.0,0.74,11688.97,1,5,1,0,1,0,1,11188.97
701004-38-3822,LCD6449,25,14,11,Honda City,0,200.0,80000.0,0.59,21056.38,0,8,1,0,0,1,1,20856.38
640501-67-7327,OXJ7586,18,0,0,Perodua Myvi,0,200.0,50000.0,0.4,8413.88,0,7,1,0,1,1,1,8213.88
701025-66-3346,CXP2208,40,65,19,BMW 3 Series,0,500.0,250000.0,0.66,53629.56,0,9,1,0,0,0,1,53129.56
751118-65-3835,QBQ4262,52,37,16,Perodua Myvi,0,300.0,50000.0,0.57,13095.67,0,11,1,0,1,0,1,12795.67
961229-48-7621,HTA4950,31,56,4,Perodua Myvi,0,500.0,50000.0,0.64,15013.09,0,7,1,0,0,1,1,14513.09
061213-87-3054,VHX5628,47,4,1,Nissan Almera,0,200.0,70000.0,0.67,18295.99,0,8,1,0,1,0,1,18095.99
640614-13-5026,PEF1643,39,0,4,Nissan Almera,0,800.0,70000.0,0.59,15448.89,0,3,1,0,0,0,1,14648.89
880914-83-3776,DVU4427,49,79,15,Perodua Myvi,0,300.0,50000.0,0.4,8149.61,0,3,1,0,0,0,1,7849.61
750807-12-2878,LOK5535,44,37,13,Perodua Myvi,0,300.0,50000.0,0.74,12757.43,0,3,1,0,3,0,1,12457.43
870420-53-8785,IHQ4883,36,4,16,Perodua Myvi,0,300.0,50000.0,0.71,16285.67,0,5,1,0,2,2,1,15985.67
950109-92-9179,KMJ2167,22,48,15,Mazda 3,1,500.0,130000.0,0.6,25665.16,0,2,0,0,1,3,0,0.0
780718-97-3143,ICE2399,49,0,6,Proton X70,0,500.0,110000.0,0.42,19591.57,0,3,1,1,2,0,1,19091.57
820409-99-4735,SRM7861,46,16,9,Honda City,0,300.0,80000.0,0.78,22202.0,0,4,1,1,1,1,1,21902.0
700925-91-9531,ZLT3863,41,11,15,Toyota Vios,0,1000.0,75000.0,0.77,18806.24,1,9,1,0,1,0,0,0.0
020206-33-5871,GOQ0160,39,57,6,BMW 3 Series,0,800.0,250000.0,0.68,59270.07,0,1,0,0,0,2,1,58470.07
810704-16-6685,LPA7766,18,0,16,Toyota Vios,0,300.0,75000.0,0.79,23899.98,0,7,0,0,0,0,0,0.0
490924-46-0992,KED7450,49,4,6,Perodua Myvi,0,300.0,50000.0,0.74,11835.22,0,2,1,1,0,2,1,11535.22
491019-57-8586,NEJ4634,46,11,19,Perodua Myvi,0,500.0,50000.0,0.79,12516.2,0,5,0,0,0,1,1,12016.2
640909-12-4305,WRM8308,28,45,2,Proton X70,0,200.0,110000.0,0.57,19230.55,0,6,1,0,1,2,1,19030.55
020525-80-1506,SPP4478,32,4,16,Toyota Vios,0,1000.0,75000.0,0.49,12973.89,0,7,1,0,0,0,1,11973.89
521206-97-4104,JIT3614,36,3,1,Perodua Myvi,0,500.0,50000.0,0.7,14500.63,1,7,0,0,2,1,0,0.0
051210-48-9027,OIQ6668,55,72,16,Honda City,0,200.0,80000.0,0.64,20032.08,0,6,0,0,1,0,1,19832.08
610708-98-9486,EAU8317,47,9,12,Perodua Myvi,0,200.0,50000.0,0.47,11369.82,1,6,1,0,0,1,1,11169.82
781130-54-6989,FNJ7954,18,0,19,Perodua Myvi,0,300.0,50000.0,0.56,12534.04,0,3,1,0,0,1,1,12234.04
750923-75-0244,JPF0271,39,6,13,Honda City,0,300.0,80000.0,0.72,17742.86,0,5,1,0,0,2,1,17442.86
820131-14-8123,LDY9340,27,6,20,Perodua Myvi,0,200.0,50000.0,0.63,10542.15,0,5,0,0,0,0,1,10342.15
750823-30-9155,KWO1333,47,46,8,Mazda 3,0,200.0,130000.0,0.56,33615.55,0,4,0,1,0,1,1,33415.55
660912-35-4627,YWL8456,30,2,3,Proton X70,0,500.0,110000.0,0.54,25528.7,0,3,1,0,1,1,1,25028.7
931109-65-1369,ZBH5002,46,7,16,Perodua Myvi,0,200.0,50000.0,0.46,10457.05,0,2,1,0,0,0,1,10257.05
620803-70-3559,TUD4739,31,10,1,Perodua Myvi,0,1000.0,50000.0,0.67,15893.82,0,6,0,0,0,0,1,14893.82
540109-26-6581,CKJ8358,34,5,11,Perodua Myvi,0,200.0,50000.0,0.47,9047.43,0,1,1,0,1,0,1,8847.43
461111-13-6072,WCQ5939,37,2,13,Perodua Myvi,0,200.0,50000.0,0.45,8160.07,1,9,1,0,0,1,1,7960.07
730228-93-0370,QMH1631,44,3,20,Perodua Myvi,0,500.0,50000.0,0.44,8908.91,0,3,0,0,0,0,1,8408.91
671230-44-6374,EOK9652,50,38,15,Perodua Myvi,0,500.0,50000.0,0.47,10629.04,0,5,1,0,1,0,1,10129.04
060705-18-6363,GFQ7369,46,2,9,Toyota Vios,0,300.0,75000.0,0.72,26079.2,0,4,1,0,1,2,1,25779.2
550523-95-7665,PLT1715,27,3,10,Honda City,0,200.0,80000.0,0.65,24395.25,0,6,1,0,0,1,1,24195.25
641206-87-4757,LQL5762,48,0,19,Perodua Myvi,0,300.0,50000.0,0.69,11430.49,0,6,1,0,2,2,1,11130.49
720218-98-8596,QNL4920,61,4,2,Proton X70,0,800.0,110000.0,0.63,25215.75,0,7,1,0,1,0,1,24415.75
990325-61-1876,WUR5404,47,40,10,Toyota Vios,0,200.0,75000.0,0.69,17270.39,1,6,0,0,0,3,1,17070.39
450104-41-7228,KYL3499,42,9,9,Toyota Vios,0,800.0,75000.0,0.69,16211.41,0,6,0,0,0,0,1,15411.41
861224-72-2229,RVY4150,32,8,14,Perodua Myvi,0,500.0,50000.0,0.54,10347.85,1,4,0,0,0,2,1,9847.85
840428-52-2133,LFB2884,24,1,0,Toyota Vios,0,200.0,75000.0,0.5,17109.42,0,7,1,0,0,2,1,16909.42
641012-22-6343,WZX9879,43,17,13,Perodua Myvi,0,500.0,50000.0,0.7,11919.61,0,7,0,0,0,1,1,11419.61
021009-54-7690,SQN2043,33,103,4,Proton X70,0,200.0,110000.0,0.67,32421.16,0,3,1,0,0,1,1,32221.16
491108-80-4188,VEI1164,25,4,9,Nissan Almera,0,500.0,70000.0,0.46,15567.98,1,1,0,0,0,5,1,15067.98
890105-61-2646,UXN8294,61,3,8,Honda City,0,800.0,80000.0,0.79,22926.07,0,5,0,0,0,0,1,22126.07
620514-26-7406,WKH6178,29,10,0,Proton X70,0,1000.0,110000.0,0.56,29829.0,0,2,0,0,0,1,1,28829.0
991212-38-6967,TUQ0194,31,4,17,Perodua Myvi,0,300.0,50000.0,0.59,14746.52,0,5,1,0,0,3,1,14446.52
060910-31-7252,PVT8268,19,12,4,Honda City,0,1000.0,80000.0,0.4,13304.85,0,8,0,0,1,1,1,12304.85
050115-34-4159,PYM1908,46,9,3,Honda City,0,800.0,80000.0,0.49,18096.62,0,5,1,0,0,1,1,17296.62
841225-90-0470,CVN7986,41,14,16,Toyota Vios,0,200.0,75000.0,0.64,15053.95,1,5,1,0,0,0,1,14853.95
510402-29-9407,ISU5374,40,8,6,Proton X70,0,1000.0,110000.0,0.61,25961.24,0,2,1,0,0,1,1,24961.24
810203-20-1066,CXO6730,18,0,2,Proton X70,0,800.0,110000.0,0.66,24398.65,1,3,1,0,0,0,0,0.0
901007-36-2821,XTT9292,54,37,19,Perodua Myvi,0,1000.0,50000.0,0.51,10013.75,0,3,0,0,0,0,1,9013.75
020124-39-1304,FGA9719,39,24,16,Perodua Myvi,1,500.0,50000.0,0.64,11343.89,0,3,1,0,0,1,1,10843.89
061101-41-7090,MGG5641,30,2,4,Mazda 3,1,200.0,130000.0,0.73,35403.4,0,4,1,0,0,2,1,35203.4
530424-57-2515,UJB1400,53,49,11,Perodua Myvi,0,200.0,50000.0,0.44,9639.85,0,4,1,0,0,0,1,9439.85
810417-26-2083,GAK7595,60,2,2,Perodua Myvi,0,800.0,50000.0,0.5,9347.19,1,6,1,0,0,3,1,8547.19
831221-19-8926,ASZ4486,35,50,11,Perodua Myvi,0,200.0,50000.0,0.59,13813.32,1,4,1,0,0,1,1,13613.32
521120-34-0227,GHQ8358,40,52,13,Perodua Myvi,0,800.0,50000.0,0.59,11142.11,0,3,1,0,0,1,1,10342.11
971003-98-4874,BNO7404,49,80,5,Proton X70,0,500.0,110000.0,0.55,23239.23,0,3,1,0,0,1,1,22739.23
721021-56-0435,MHW8347,38,38,0,Proton X70,0,500.0,110000.0,0.43,14700.31,0,4,0,0,0,0,1,14200.31
981107-08-7972,DBY8396,18,0,5,Perodua Myvi,0,500.0,50000.0,0.73,11708.75,0,7,1,0,1,2,1,11208.75
810226-08-5533,UBD8570,67,21,3,Perodua Myvi,0,800.0,50000.0,0.61,14238.93,0,6,1,0,1,1,1,13438.93
810719-51-3736,LGT6280,44,7,0,Honda City,0,500.0,80000.0,0.62,16675.46,0,8,1,0,0,0,1,16175.46
921018-40-0837,DMA9434,33,2,19,Perodua Myvi,0,200.0,50000.0,0.71,17687.89,0,9,1,0,0,3,1,17487.89
921011-52-5100,JGO0940,26,17,11,Toyota Vios,0,500.0,75000.0,0.6,21450.01,0,3,1,0,0,2,1,20950.01
490428-42-6135,MQW8748,44,33,20,Perodua Myvi,0,800.0,50000.0,0.54,8995.62,0,6,0,0,0,0,1,8195.62
780726-48-3605,GTI4833,34,2,2,BMW 3 Series,0,500.0,250000.0,0.41,40039.87,0,6,1,0,0,0,1,39539.87
051105-02-9119,GNN8662,51,76,9,Mazda 3,0,200.0,130000.0,0.73,34759.61,0,4,1,0,0,0,1,34559.61
650523-36-1425,ZBQ8627,25,4,10,Perodua Myvi,0,300.0,50000.0,0.77,16940.16,0,7,1,0,0,1,1,16640.16
610623-22-6475,BYG2935,42,3,11,BMW 3 Series,0,1000.0,250000.0,0.74,58745.89,0,5,1,0,2,1,1,57745.89
700531-13-8090,RJZ6545,58,141,3,Proton X70,0,200.0,110000.0,0.57,28254.16,0,9,0,0,0,3,1,28054.16
531208-94-2569,MUD9506,34,3,2,Perodua Myvi,0,300.0,50000.0,0.48,8858.42,0,3,1,0,0,1,1,8558.42
580619-24-8415,GQO8207,44,7,4,Toyota Vios,0,1000.0,75000.0,0.74,26962.78,0,5,1,0,2,0,1,25962.78
821118-98-4816,QNJ8023,36,4,16,Perodua Myvi,0,1000.0,50000.0,0.55,10084.05,1,5,1,0,2,1,1,9084.05
890214-41-2178,VXI5766,48,4,19,Perodua Myvi,0,800.0,50000.0,0.66,12862.47,0,3,1,0,2,0,1,12062.47
751117-39-4231,CJU6298,50,21,9,Perodua Myvi,0,800.0,50000.0,0.43,7624.59,1,4,1,0,0,2,1,6824.59
540718-28-0161,REY7702,18,0,10,Toyota Vios,1,200.0,75000.0,0.68,25325.01,0,5,1,0,0,1,1,25125.01
510105-79-6787,ZEG4478,54,6,1,Toyota Vios,0,300.0,75000.0,0.45,15118.87,0,4,1,0,1,1,1,14818.87
750427-73-8790,YMO6859,45,9,20,Perodua Myvi,0,1000.0,50000.0,0.63,14280.45,0,2,1,0,0,1,1,13280.45
740528-85-5526,CHH1224,18,0,11,Perodua Myvi,0,800.0,50000.0,0.49,12194.87,0,5,1,0,0,3,1,11394.87
880419-75-6007,RSJ0407,22,48,17,Toyota Vios,0,500.0,75000.0,0.59,13750.99,1,5,0,0,0,1,0,0.0
601228-39-1469,KDD9117,32,13,8,Perodua Myvi,1,300.0,50000.0,0.63,12665.07,0,4,1,0,1,3,1,12365.07
060625-70-9959,ODC7821,42,51,6,Perodua Myvi,1,1000.0,50000.0,0.74,13058.28,0,4,1,1,0,2,1,12058.28
590723-71-0188,RCX4371,44,39,14,Toyota Vios,0,800.0,75000.0,0.64,18093.77,0,5,1,0,1,2,1,17293.77
880819-85-2930,LWV8535,51,49,1,Perodua Myvi,0,300.0,50000.0,0.41,8494.72,0,7,0,0,0,2,1,8194.72
480910-80-1155,ZEO5411,21,36,12,Perodua Myvi,0,500.0,50000.0,0.7,13518.64,0,6,0,0,0,2,1,13018.64
510602-19-2142,UEJ6131,30,5,9,Perodua Myvi,0,1000.0,50000.0,0.79,19731.79,1,5,1,0,1,3,1,18731.79
810508-01-2339,WVR4004,40,7,4,Perodua Myvi,0,500.0,50000.0,0.45,10174.44,1,2,1,0,1,1,1,9674.44
571202-26-5840,MOQ0199,31,39,18,Perodua Myvi,0,500.0,50000.0,0.48,7920.42,0,7,1,0,1,0,1,7420.42
750905-31-4055,WAB4551,34,49,18,Toyota Vios,0,200.0,75000.0,0.57,13037.84,0,3,1,0,0,0,1,12837.84
711113-47-6624,DQH8273,37,20,16,Perodua Myvi,0,800.0,50000.0,0.78,11949.98,1,10,1,0,3,0,0,0.0
930828-09-0451,DGA5955,37,81,7,Perodua Myvi,0,300.0,50000.0,0.7,11571.83,1,4,1,0,0,0,1,11271.83
810918-75-4467,VWT6985,19,12,5,Proton X70,0,1000.0,110000.0,0.53,23407.56,0,7,0,0,0,2,1,22407.56
910208-21-0975,RXI5741,35,0,1,Perodua Myvi,1,300.0,50000.0,0.59,10286.08,1,5,1,0,0,3,0,0.0
890725-34-0182,XUZ7159,43,0,7,Proton X70,0,200.0,110000.0,0.5,21367.0,0,5,0,0,0,2,1,21167.0
531026-76-8966,RMV5419,54,15,10,Mazda 3,1,300.0,130000.0,0.5,24266.32,0,6,1,0,0,2,1,23966.32
900706-24-7504,BDH5629,33,0,2,Perodua Myvi,0,1000.0,50000.0,0.51,7919.99,0,5,0,0,0,0,1,6919.99
061122-11-3435,KMZ2882,27,70,9,Perodua Myvi,0,1000.0,50000.0,0.75,16039.91,0,5,0,0,1,2,1,15039.91
710408-10-1436,HVF1722,28,57,15,Perodua Myvi,0,500.0,50000.0,0.78,15000.27,1,5,1,0,0,1,1,14500.27
710111-02-0975,WJY9106,48,44,6,Perodua Myvi,0,1000.0,50000.0,0.78,18585.77,0,3,1,0,1,0,1,17585.77
750426-27-2560,OQE1131,64,12,14,Toyota Vios,1,1000.0,75000.0,0.63,22345.29,0,3,0,0,2,0,0,0.0
540222-52-7973,YES0540,61,2,3,Perodua Myvi,0,1000.0,50000.0,0.77,16150.37,0,6,1,0,0,0,1,15150.37
691024-85-1771,QAR6828,30,0,0,Perodua Myvi,0,800.0,50000.0,0.75,13168.42,0,2,0,1,1,1,1,12368.42
850820-44-4000,NYI6924,53,6,19,Perodua Myvi,0,500.0,50000.0,0.56,12465.45,0,7,1,0,1,0,1,11965.45
820530-39-1194,EUN3045,39,3,1,Nissan Almera,0,200.0,70000.0,0.8,18614.83,1,7,0,0,0,1,0,0.0
710815-91-4062,LXP4024,18,0,1,Proton X70,0,300.0,110000.0,0.55,27260.08,0,4,0,0,1,2,1,26960.08
850918-55-3800,OCY2002,35,3,1,Proton X70,0,1000.0,110000.0,0.8,33278.93,1,4,1,0,0,1,1,32278.93
030721-59-0887,IQI8871,37,23,19,Perodua Myvi,0,300.0,50000.0,0.75,15081.81,0,1,1,0,1,1,1,14781.81
760523-82-2587,EEE3673,41,41,11,Perodua Myvi,0,300.0,50000.0,0.71,12994.7,1,4,1,0,0,0,1,12694.7
580215-49-7913,TYJ8500,56,10,0,Perodua Myvi,0,300.0,50000.0,0.4,9803.64,0,5,1,0,0,0,1,9503.64
730910-38-5859,PHC4910,39,42,21,Mazda 3,0,500.0,130000.0,0.65,31552.71,0,5,0,0,0,0,1,31052.71
850314-65-7686,PMZ1051,43,44,13,Nissan Almera,0,300.0,70000.0,0.68,23013.6,1,5,1,0,0,1,1,22713.6
560226-27-5057,KUT2960,54,32,5,Nissan Almera,0,500.0,70000.0,0.55,12801.1,0,2,1,0,0,1,1,12301.1
830315-05-6288,HWR7705,46,2,7,Honda City,0,800.0,80000.0,0.4,13015.56,0,5,1,0,1,2,1,12215.56
971224-07-7780,AOL2782,29,18,3,Perodua Myvi,0,200.0,50000.0,0.41,7402.46,0,10,0,0,0,1,1,7202.46
451111-04-3520,UGY7340,35,1,0,Perodua Myvi,0,800.0,50000.0,0.63,9985.52,0,6,1,0,0,3,1,9185.52
040531-84-6332,GJZ1631,54,2,7,Proton X70,0,500.0,110000.0,0.67,35565.69,0,1,0,0,0,1,1,35065.69
790421-40-5201,ROM0080,35,2,6,Nissan Almera,0,500.0,70000.0,0.44,14730.75,0,3,1,0,1,1,1,14230.75
890131-64-3248,EKK6551,44,36,16,Perodua Myvi,0,1000.0,50000.0,0.63,15333.79,0,7,1,0,0,2,1,14333.79
740220-37-8204,CAI2203,18,0,4,Proton X70,0,300.0,110000.0,0.4,17591.77,0,2,1,0,0,0,1,17291.77
890411-20-6959,ZQZ0484,48,2,13,Honda City,0,500.0,80000.0,0.67,26766.99,1,3,1,0,0,0,1,26266.99
980408-38-4485,FHK2973,26,5,13,Nissan Almera,0,200.0,70000.0,0.42,11056.39,1,4,1,0,1,1,1,10856.39
530208-51-3658,XPW2193,49,76,4,Proton X70,0,1000.0,110000.0,0.5,26333.85,0,6,1,0,1,1,1,25333.85
831111-82-8114,GSL4066,19,12,1,Honda City,0,200.0,80000.0,0.72,20846.45,0,8,1,0,0,2,1,20646.45
740120-51-2119,MCK4433,54,2,13,Perodua Myvi,0,300.0,50000.0,0.77,13704.92,0,7,0,0,0,2,1,13404.92
520320-73-5685,HZM2410,41,3,14,Mazda 3,0,200.0,130000.0,0.63,36066.07,1,4,0,0,1,1,1,35866.07
740613-64-3218,QBZ5728,41,74,18,Perodua Myvi,0,800.0,50000.0,0.66,11983.94,0,6,0,0,1,2,1,11183.94
010610-81-4161,EBG8911,29,8,1,Nissan Almera,0,500.0,70000.0,0.5,14406.04,0,4,1,0,0,0,1,13906.04
650521-93-9233,WEX2082,37,40,4,Perodua Myvi,0,800.0,50000.0,0.52,8322.22,0,5,0,0,0,0,1,7522.219999999999
980417-16-2171,VLQ5195,36,37,6,Perodua Myvi,0,200.0,50000.0,0.46,11191.12,0,5,1,0,0,1,1,10991.12
490807-73-5572,MSV3969,47,11,6,Perodua Myvi,0,1000.0,50000.0,0.77,17596.14,0,7,1,0,0,1,1,16596.14
